TenantId	TimeGenerated [UTC]	Name	SpanId	ParentSpanId	TraceId	TraceState	Kind	EndTime [UTC]	StatusMessage	StatusCode	Links	ScopeName	ScopeVersion	ResourceAttributes	DroppedAttributesCount	DroppedEventsCount	DroppedLinksCount	Attributes	ServiceNamespace	ServiceName	ServiceVersion	ServiceInstanceId	RoleName	SDKVersion	EndUserId	ResourceAttributesId	DurationMs	ResultCode	UserId	UserAccountId	SessionId	ClientBrowser	ClientOS	ClientModel	ClientType	ClientIP	ClientCity	ClientStateOrProvince	ClientCountryOrRegion	Measurements	SyntheticSource	Source	Target	EnrichedName	OperationName	Success	DependencyType	Data	ItemCount	PerformanceBucket	SourceSystem	Type	_ResourceId
4f42970f-23c5-4a26-ba64-f40c3775fdfe	9/15/2025, 4:14:39.092 PM	/msdemo.RecommendationService/ListRecommendations	9a4452baf3edc1a9	a63ba12134955e1e	6e36806dfb30f7c5f53098e309706cf7		Server	9/15/2025, 4:14:39.194 PM			[]	opentelemetry.instrumentation.grpc	0.45b0		0	0	0	{"rpc.system":"grpc","rpc.grpc.status_code":0,"rpc.method":"ListRecommendations","rpc.service":"msdemo.RecommendationService","rpc.user_agent":"grpc-go/1.69.4","net.peer.port":"44598"}		recommendation	0.1		recommendation	otlp:unknown:unknown:unknown		1ceff8fb-924f-11f0-8703-6045bd740685	102617.344								PC	0.0.0.0				{}			msdemo.RecommendationService	/msdemo.RecommendationService/ListRecommendations		TRUE		ListRecommendations	1	1min-2min		OTelSpans	/subscriptions/b9842c7c-1a38-4385-8f39-a51314758bcf/resourcegroups/grace-eastus2euap/providers/microsoft.insights/components/grace-eastus2euap
4f42970f-23c5-4a26-ba64-f40c3775fdfe	9/15/2025, 4:14:41.533 PM	/msdemo.ProductCatalogService/ListProducts	df79fdfb897e6eea	70bd82799c8265ba	a80bfee022361826b1425ff0e454a89e		Client	9/15/2025, 4:14:41.561 PM			[]	opentelemetry.instrumentation.grpc	0.45b0		0	0	0	{"rpc.system":"grpc","rpc.grpc.status_code":0,"rpc.method":"ListProducts","rpc.service":"msdemo.ProductCatalogService"}		recommendation	0.1		recommendation	otlp:unknown:unknown:unknown		1ceff8fb-924f-11f0-8703-6045bd740685	28650.24								PC	0.0.0.0				{}			msdemo.ProductCatalogService	/msdemo.ProductCatalogService/ListProducts		TRUE	grpc	ListProducts	1	15sec-30sec		OTelSpans	/subscriptions/b9842c7c-1a38-4385-8f39-a51314758bcf/resourcegroups/grace-eastus2euap/providers/microsoft.insights/components/grace-eastus2euap
4f42970f-23c5-4a26-ba64-f40c3775fdfe	9/15/2025, 4:14:41.424 PM	/msdemo.RecommendationService/ListRecommendations	9ed35ee047470e38	741a4ae8a82b771e	a80bfee022361826b1425ff0e454a89e		Server	9/15/2025, 4:14:41.562 PM			[]	opentelemetry.instrumentation.grpc	0.45b0		0	0	0	{"rpc.system":"grpc","rpc.grpc.status_code":0,"rpc.method":"ListRecommendations","rpc.service":"msdemo.RecommendationService","rpc.user_agent":"grpc-go/1.69.4","net.peer.port":"44598"}		recommendation	0.1		recommendation	otlp:unknown:unknown:unknown		1ceff8fb-924f-11f0-8703-6045bd740685	138162.944								PC	0.0.0.0				{}			msdemo.RecommendationService	/msdemo.RecommendationService/ListRecommendations		TRUE		ListRecommendations	1	2min-5min		OTelSpans	/subscriptions/b9842c7c-1a38-4385-8f39-a51314758bcf/resourcegroups/grace-eastus2euap/providers/microsoft.insights/components/grace-eastus2euap
4f42970f-23c5-4a26-ba64-f40c3775fdfe	9/15/2025, 4:14:41.972 PM	/msdemo.ProductCatalogService/ListProducts	bfff1a854f65afd3	51cc77dacd241c0f	135ad91c268fd85f5b9247d33571a7d2		Client	9/15/2025, 4:14:41.990 PM			[]	opentelemetry.instrumentation.grpc	0.45b0		0	0	0	{"rpc.system":"grpc","rpc.grpc.status_code":0,"rpc.method":"ListProducts","rpc.service":"msdemo.ProductCatalogService"}		recommendation	0.1		recommendation	otlp:unknown:unknown:unknown		1ceff8fb-924f-11f0-8703-6045bd740685	17715.968								PC	0.0.0.0				{}			msdemo.ProductCatalogService	/msdemo.ProductCatalogService/ListProducts		TRUE	grpc	ListProducts	1	15sec-30sec		OTelSpans	/subscriptions/b9842c7c-1a38-4385-8f39-a51314758bcf/resourcegroups/grace-eastus2euap/providers/microsoft.insights/components/grace-eastus2euap
4f42970f-23c5-4a26-ba64-f40c3775fdfe	9/15/2025, 4:14:41.856 PM	/msdemo.RecommendationService/ListRecommendations	298cd1444fdb7139	62d125419c88f78f	135ad91c268fd85f5b9247d33571a7d2		Server	9/15/2025, 4:14:41.991 PM			[]	opentelemetry.instrumentation.grpc	0.45b0		0	0	0	{"rpc.system":"grpc","rpc.grpc.status_code":0,"rpc.method":"ListRecommendations","rpc.service":"msdemo.RecommendationService","rpc.user_agent":"grpc-go/1.69.4","net.peer.port":"44598"}		recommendation	0.1		recommendation	otlp:unknown:unknown:unknown		1ceff8fb-924f-11f0-8703-6045bd740685	134374.4								PC	0.0.0.0				{}			msdemo.RecommendationService	/msdemo.RecommendationService/ListRecommendations		TRUE		ListRecommendations	1	2min-5min		OTelSpans	/subscriptions/b9842c7c-1a38-4385-8f39-a51314758bcf/resourcegroups/grace-eastus2euap/providers/microsoft.insights/components/grace-eastus2euap
4f42970f-23c5-4a26-ba64-f40c3775fdfe	9/15/2025, 4:14:38.665 PM	msdemo.ProductCatalogService/GetProduct	ae1a8e0c16459c51	e99f88192cf1f4f0	4fc4d6fb600fb1c56f596c67e0f51dfb		Server	9/15/2025, 4:14:38.674 PM			[]	go.opentelemetry.io/contrib/instrumentation/google.golang.org/grpc/otelgrpc	0.54.0		0	0	0	{"rpc.service":"msdemo.ProductCatalogService","rpc.method":"GetProduct","rpc.system":"grpc","app.product_id":"L9ECAV7KIM","net.sock.peer.addr":"10.244.2.248","net.sock.peer.port":36604,"rpc.grpc.status_code":0}		productcatalog			productcatalog	otlp:unknown:unknown:unknown		1ceff925-924f-11f0-8703-6045bd740685	9045.504								PC	0.0.0.0				{}			msdemo.ProductCatalogService	msdemo.ProductCatalogService/GetProduct		TRUE		GetProduct	1	7sec-15sec		OTelSpans	/subscriptions/b9842c7c-1a38-4385-8f39-a51314758bcf/resourcegroups/grace-eastus2euap/providers/microsoft.insights/components/grace-eastus2euap
4f42970f-23c5-4a26-ba64-f40c3775fdfe	9/15/2025, 4:14:39.180 PM	msdemo.ProductCatalogService/ListProducts	2da37bda5a9a079a	4fa9f35ff5adfdb2	6e36806dfb30f7c5f53098e309706cf7		Server	9/15/2025, 4:14:39.194 PM			[]	go.opentelemetry.io/contrib/instrumentation/google.golang.org/grpc/otelgrpc	0.54.0		0	0	0	{"rpc.service":"msdemo.ProductCatalogService","rpc.method":"ListProducts","rpc.system":"grpc","net.sock.peer.addr":"10.244.2.28","net.sock.peer.port":57090,"rpc.grpc.status_code":0}		productcatalog			productcatalog	otlp:unknown:unknown:unknown		1ceff925-924f-11f0-8703-6045bd740685	13277.952								PC	0.0.0.0				{}			msdemo.ProductCatalogService	msdemo.ProductCatalogService/ListProducts		TRUE		ListProducts	1	7sec-15sec		OTelSpans	/subscriptions/b9842c7c-1a38-4385-8f39-a51314758bcf/resourcegroups/grace-eastus2euap/providers/microsoft.insights/components/grace-eastus2euap
4f42970f-23c5-4a26-ba64-f40c3775fdfe	9/15/2025, 4:14:39.194 PM	msdemo.ProductCatalogService/GetProduct	0be671ff480ea579	92175f0b9841fa13	6e36806dfb30f7c5f53098e309706cf7		Server	9/15/2025, 4:14:39.203 PM			[]	go.opentelemetry.io/contrib/instrumentation/google.golang.org/grpc/otelgrpc	0.54.0		0	0	0	{"rpc.service":"msdemo.ProductCatalogService","rpc.method":"GetProduct","rpc.system":"grpc","app.product_id":"6E92ZMYYFZ","net.sock.peer.addr":"10.244.2.248","net.sock.peer.port":36604,"rpc.grpc.status_code":0}		productcatalog			productcatalog	otlp:unknown:unknown:unknown		1ceff925-924f-11f0-8703-6045bd740685	8225.28								PC	0.0.0.0				{}			msdemo.ProductCatalogService	msdemo.ProductCatalogService/GetProduct		TRUE		GetProduct	1	7sec-15sec		OTelSpans	/subscriptions/b9842c7c-1a38-4385-8f39-a51314758bcf/resourcegroups/grace-eastus2euap/providers/microsoft.insights/components/grace-eastus2euap
4f42970f-23c5-4a26-ba64-f40c3775fdfe	9/15/2025, 4:14:39.203 PM	msdemo.ProductCatalogService/GetProduct	989821cce6fdf65a	48c2e557c386ad1e	6e36806dfb30f7c5f53098e309706cf7		Server	9/15/2025, 4:14:39.218 PM			[]	go.opentelemetry.io/contrib/instrumentation/google.golang.org/grpc/otelgrpc	0.54.0		0	0	0	{"rpc.service":"msdemo.ProductCatalogService","rpc.method":"GetProduct","rpc.system":"grpc","app.product_id":"0PUK6V6EV0","net.sock.peer.addr":"10.244.2.248","net.sock.peer.port":36604,"rpc.grpc.status_code":0}		productcatalog			productcatalog	otlp:unknown:unknown:unknown		1ceff925-924f-11f0-8703-6045bd740685	15227.904								PC	0.0.0.0				{}			msdemo.ProductCatalogService	msdemo.ProductCatalogService/GetProduct		TRUE		GetProduct	1	15sec-30sec		OTelSpans	/subscriptions/b9842c7c-1a38-4385-8f39-a51314758bcf/resourcegroups/grace-eastus2euap/providers/microsoft.insights/components/grace-eastus2euap
4f42970f-23c5-4a26-ba64-f40c3775fdfe	9/15/2025, 4:14:39.218 PM	msdemo.ProductCatalogService/GetProduct	51b4a186fa28fcae	d37cfb10d5da5ab7	6e36806dfb30f7c5f53098e309706cf7		Server	9/15/2025, 4:14:39.233 PM			[]	go.opentelemetry.io/contrib/instrumentation/google.golang.org/grpc/otelgrpc	0.54.0		0	0	0	{"rpc.service":"msdemo.ProductCatalogService","rpc.method":"GetProduct","rpc.system":"grpc","app.product_id":"2ZYFJ3GM2N","net.sock.peer.addr":"10.244.2.248","net.sock.peer.port":36604,"rpc.grpc.status_code":0}		productcatalog			productcatalog	otlp:unknown:unknown:unknown		1ceff925-924f-11f0-8703-6045bd740685	14236.16								PC	0.0.0.0				{}			msdemo.ProductCatalogService	msdemo.ProductCatalogService/GetProduct		TRUE		GetProduct	1	7sec-15sec		OTelSpans	/subscriptions/b9842c7c-1a38-4385-8f39-a51314758bcf/resourcegroups/grace-eastus2euap/providers/microsoft.insights/components/grace-eastus2euap
4f42970f-23c5-4a26-ba64-f40c3775fdfe	9/15/2025, 4:14:39.233 PM	msdemo.ProductCatalogService/GetProduct	3129012958731443	5a24c089cc22debc	6e36806dfb30f7c5f53098e309706cf7		Server	9/15/2025, 4:14:39.244 PM			[]	go.opentelemetry.io/contrib/instrumentation/google.golang.org/grpc/otelgrpc	0.54.0		0	0	0	{"rpc.service":"msdemo.ProductCatalogService","rpc.method":"GetProduct","rpc.system":"grpc","app.product_id":"16BEE20109","net.sock.peer.addr":"10.244.2.248","net.sock.peer.port":36604,"rpc.grpc.status_code":0}		productcatalog			productcatalog	otlp:unknown:unknown:unknown		1ceff925-924f-11f0-8703-6045bd740685	11249.92								PC	0.0.0.0				{}			msdemo.ProductCatalogService	msdemo.ProductCatalogService/GetProduct		TRUE		GetProduct	1	7sec-15sec		OTelSpans	/subscriptions/b9842c7c-1a38-4385-8f39-a51314758bcf/resourcegroups/grace-eastus2euap/providers/microsoft.insights/components/grace-eastus2euap
4f42970f-23c5-4a26-ba64-f40c3775fdfe	9/15/2025, 4:14:39.244 PM	msdemo.ProductCatalogService/GetProduct	4e3135d4d6db282b	09fd4d7aeff7a849	6e36806dfb30f7c5f53098e309706cf7		Server	9/15/2025, 4:14:39.260 PM			[]	go.opentelemetry.io/contrib/instrumentation/google.golang.org/grpc/otelgrpc	0.54.0		0	0	0	{"rpc.service":"msdemo.ProductCatalogService","rpc.method":"GetProduct","rpc.system":"grpc","app.product_id":"DG9ZAG9RCG","net.sock.peer.addr":"10.244.2.248","net.sock.peer.port":36604,"rpc.grpc.status_code":0}		productcatalog			productcatalog	otlp:unknown:unknown:unknown		1ceff925-924f-11f0-8703-6045bd740685	16185.856								PC	0.0.0.0				{}			msdemo.ProductCatalogService	msdemo.ProductCatalogService/GetProduct		TRUE		GetProduct	1	15sec-30sec		OTelSpans	/subscriptions/b9842c7c-1a38-4385-8f39-a51314758bcf/resourcegroups/grace-eastus2euap/providers/microsoft.insights/components/grace-eastus2euap
4f42970f-23c5-4a26-ba64-f40c3775fdfe	9/15/2025, 4:14:39.315 PM	msdemo.ProductCatalogService/GetProduct	7af2e5a72c69a701	a07304ccad93b6c9	6e36806dfb30f7c5f53098e309706cf7		Server	9/15/2025, 4:14:39.333 PM			[]	go.opentelemetry.io/contrib/instrumentation/google.golang.org/grpc/otelgrpc	0.54.0		0	0	0	{"rpc.service":"msdemo.ProductCatalogService","rpc.method":"GetProduct","rpc.system":"grpc","app.product_id":"L9ECAV7KIM","net.sock.peer.addr":"10.244.2.248","net.sock.peer.port":36604,"rpc.grpc.status_code":0}		productcatalog			productcatalog	otlp:unknown:unknown:unknown		1ceff925-924f-11f0-8703-6045bd740685	17250.816								PC	0.0.0.0				{}			msdemo.ProductCatalogService	msdemo.ProductCatalogService/GetProduct		TRUE		GetProduct	1	15sec-30sec		OTelSpans	/subscriptions/b9842c7c-1a38-4385-8f39-a51314758bcf/resourcegroups/grace-eastus2euap/providers/microsoft.insights/components/grace-eastus2euap
4f42970f-23c5-4a26-ba64-f40c3775fdfe	9/15/2025, 4:14:41.353 PM	msdemo.ProductCatalogService/GetProduct	f57934a2084b7127	3f2cc161cf605837	a80bfee022361826b1425ff0e454a89e		Server	9/15/2025, 4:14:41.363 PM			[]	go.opentelemetry.io/contrib/instrumentation/google.golang.org/grpc/otelgrpc	0.54.0		0	0	0	{"rpc.service":"msdemo.ProductCatalogService","rpc.method":"GetProduct","rpc.system":"grpc","app.product_id":"9SIQT8TOJO","net.sock.peer.addr":"10.244.2.248","net.sock.peer.port":36604,"rpc.grpc.status_code":0}		productcatalog			productcatalog	otlp:unknown:unknown:unknown		1ceff925-924f-11f0-8703-6045bd740685	10278.912								PC	0.0.0.0				{}			msdemo.ProductCatalogService	msdemo.ProductCatalogService/GetProduct		TRUE		GetProduct	1	7sec-15sec		OTelSpans	/subscriptions/b9842c7c-1a38-4385-8f39-a51314758bcf/resourcegroups/grace-eastus2euap/providers/microsoft.insights/components/grace-eastus2euap
4f42970f-23c5-4a26-ba64-f40c3775fdfe	9/15/2025, 4:14:41.533 PM	msdemo.ProductCatalogService/ListProducts	c6d01402740d0aaa	df79fdfb897e6eea	a80bfee022361826b1425ff0e454a89e		Server	9/15/2025, 4:14:41.561 PM			[]	go.opentelemetry.io/contrib/instrumentation/google.golang.org/grpc/otelgrpc	0.54.0		0	0	0	{"rpc.service":"msdemo.ProductCatalogService","rpc.method":"ListProducts","rpc.system":"grpc","net.sock.peer.addr":"10.244.2.28","net.sock.peer.port":57090,"rpc.grpc.status_code":0}		productcatalog			productcatalog	otlp:unknown:unknown:unknown		1ceff925-924f-11f0-8703-6045bd740685	28240.64								PC	0.0.0.0				{}			msdemo.ProductCatalogService	msdemo.ProductCatalogService/ListProducts		TRUE		ListProducts	1	15sec-30sec		OTelSpans	/subscriptions/b9842c7c-1a38-4385-8f39-a51314758bcf/resourcegroups/grace-eastus2euap/providers/microsoft.insights/components/grace-eastus2euap
4f42970f-23c5-4a26-ba64-f40c3775fdfe	9/15/2025, 4:14:41.562 PM	msdemo.ProductCatalogService/GetProduct	0cc1e16fd275d66c	9198cb918d7e5ac6	a80bfee022361826b1425ff0e454a89e		Server	9/15/2025, 4:14:41.572 PM			[]	go.opentelemetry.io/contrib/instrumentation/google.golang.org/grpc/otelgrpc	0.54.0		0	0	0	{"rpc.service":"msdemo.ProductCatalogService","rpc.method":"GetProduct","rpc.system":"grpc","app.product_id":"1YMWWN1N4O","net.sock.peer.addr":"10.244.2.248","net.sock.peer.port":36604,"rpc.grpc.status_code":0}		productcatalog			productcatalog	otlp:unknown:unknown:unknown		1ceff925-924f-11f0-8703-6045bd740685	10249.728								PC	0.0.0.0				{}			msdemo.ProductCatalogService	msdemo.ProductCatalogService/GetProduct		TRUE		GetProduct	1	7sec-15sec		OTelSpans	/subscriptions/b9842c7c-1a38-4385-8f39-a51314758bcf/resourcegroups/grace-eastus2euap/providers/microsoft.insights/components/grace-eastus2euap
